259	PF00005;PF13732		COG1668;COG4152
260	PF02378;PF02302;PF00359	TIGR00851	COG4668;COG2213
261	PF00005;PF01297		COG0803;COG1121
262	PF00528;PF01547		COG1175;COG1653
263	PF00005;PF02687		COG0577;COG1136
264	PF00005;PF00528	TIGR00974;TIGR00972	COG1117;COG0581
265	PF00005;PF00950		COG1108;COG1121
266	PF13407;PF02653		COG1879;COG1172
267	PF01032		COG0609
268	PF00528	TIGR01726	COG0765;COG0834
269	PF00005;PF00496;PF08352	TIGR01727	COG4166;COG0444
270	PF00005;PF01032		COG1865;COG0609;COG1120
271	PF00005;PF05975		COG1131;COG4473
272	PF00005;PF02361		COG1122
273	PF00005;PF02361	TIGR04520	COG1122;COG0619
274	PF00005;PF00571;PF00528	TIGR01186	COG4176;COG4175
275	PF02653		COG4603;COG1079
276	PF00437;PF00482		COG2804;COG1459
277	PF00005	TIGR04520;TIGR04521	
278	PF00122;PF00702;PF03814	TIGR00680;TIGR01494;TIGR01497	
279	PF00005;PF05025		
280	PF00005	TIGR04520;TIGR04521	
281	PF00122;PF00702;PF03814	TIGR00680;TIGR01494;TIGR01497	
282	PF00122;PF02669;PF00702	TIGR00681;TIGR01497;TIGR01494	
283	PF00005;PF07155;PF12558		
284	PF00122;PF00702;PF02669	TIGR01497;TIGR01494;TIGR00681	COG2156;COG2216
285	PF00122;PF00702;PF03814	TIGR01494;TIGR01497;TIGR00680	COG2060;COG2216
286	PF03743;PF00437	TIGR02788	COG0630;COG2948
287	PF04610;PF04335		COG3704;COG3736
288	PF03524;PF04335	TIGR02781	COG3504;COG3736
289	PF03743;PF04335		COG2948;COG3736
290	PF03743;PF03524	TIGR02781	COG3504;COG2948
291	PF03135;PF05101	TIGR00929	COG3451;COG3702
292	PF03135;PF05101	TIGR00929	COG3451;COG3702
293	PF03743;PF03524	TIGR02781	COG3504;COG2948
294	PF03743;PF04335		COG2948;COG3736
295	PF03524;PF04335	TIGR02781	COG3504;COG3736
296	PF03743;PF00437	TIGR02788	COG0630;COG2948
297	PF04610;PF04335		COG3704;COG3736
298	PF03743;PF04335		COG2948;COG3736
299	PF03743;PF00437	TIGR02788	COG0630;COG2948
300	PF03743;PF03524	TIGR02781	COG3504;COG2948
301	PF03524;PF04335	TIGR02781	COG3504;COG3736
302	PF03135;PF05101	TIGR00929	
303	PF03743;PF03524	TIGR02781	COG3504;COG2948
304	PF02321	TIGR01843	COG1538
305	PF03135;PF05101	TIGR00929	COG3451;COG3702
306	PF03743;PF00437	TIGR02788	COG0630;COG2948
307	PF03743;PF04335		COG2948;COG3736
308	PF00005;PF03412;PF00664	TIGR01846;TIGR01843	COG2274
309	PF03524;PF04335	TIGR02781	COG3504;COG3736
310	PF05524;PF00391;PF00358;PF02896	TIGR01417;TIGR00830	COG2190;COG1080
311	PF02355	TIGR00966;TIGR00916;TIGR01129	COG0341;COG0342
312	PF02874;PF00006;PF02108	TIGR01026;TIGR03498	COG1157;COG1317
313	PF00005;PF03379	TIGR01190;TIGR01189	COG4133;COG2386
314	PF02080;PF06826	TIGR03802;TIGR01625	COG2985
315	PF00005;PF01061	TIGR01288;TIGR01291	COG1131;COG0842
316	PF03379;PF01578	TIGR01190;TIGR01191	COG0755;COG2386
317	PF00005	TIGR02769;TIGR02770	
318	PF00528		
319	PF00005;PF00528		
320	PF00528;PF01547		
321	PF07996;PF03135	TIGR02791;TIGR00929	
322	PF00005;PF00528	TIGR01277;TIGR01253	
323	PF00005;PF00528;PF08352	TIGR01727	
