	dataset	diversity	num_taxa	rank	sample	taxa	transporter	substrate_category	type	name	abbreviation
1314	mt	-0.0	1	order	130705	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1315	mt	-1.0	0	order	130815	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1316	mt	-1.0	0	order	130905	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1317	mt	-0.0	1	order	131003	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1318	mt	-1.0	0	order	140408	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1319	mt	-1.0	0	order	140506	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1320	mt	-0.0	1	order	140604	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1321	mt	-0.0	1	order	140709	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1322	mt	-0.0	1	order	140820	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1323	mt	-1.0	0	order	140916	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1324	mt	0.8975375885987916	2	order	141013	all	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1300	mt	-0.0	1	order	120516	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1301	mt	-0.0	1	order	120613	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1302	mt	-1.0	0	order	120712	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1303	mt	-1.0	0	order	120813	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1304	mt	1.4725214242506102	3	order	120927	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1305	mt	0.6101756588909739	2	order	121024	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1306	mt	1.6726985203020253	4	order	121220	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1307	mt	0.6084739417078816	2	order	130123	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1308	mt	-0.0	1	order	130226	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1309	mt	-1.0	0	order	130403	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1310	mt	-1.0	0	order	130416	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1311	mt	-1.0	0	order	130422	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1312	mt	-1.0	0	order	130507	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1313	mt	-0.0	1	order	130605	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1314	mt	-1.0	0	order	130705	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1315	mt	-1.0	0	order	130815	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1316	mt	-1.0	0	order	130905	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1317	mt	-0.0	1	order	131003	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1318	mt	-1.0	0	order	140408	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1319	mt	-1.0	0	order	140506	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1320	mt	-1.0	0	order	140604	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1321	mt	-0.0	1	order	140709	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1322	mt	-0.0	1	order	140820	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1323	mt	-1.0	0	order	140916	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1324	mt	-0.0	1	order	141013	Bacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1300	mt	-1	0	order	120516	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1301	mt	-1	0	order	120613	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1302	mt	-1	0	order	120712	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1303	mt	-1	0	order	120813	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1304	mt	-1	0	order	120927	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1305	mt	-1	0	order	121024	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1306	mt	-1	0	order	121220	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1307	mt	-1	0	order	130123	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1308	mt	-1	0	order	130226	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1309	mt	-1	0	order	130403	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1310	mt	-1	0	order	130416	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1311	mt	-1	0	order	130422	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1312	mt	-1	0	order	130507	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1313	mt	-1	0	order	130605	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1314	mt	-1	0	order	130705	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1315	mt	-1	0	order	130815	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1316	mt	-1	0	order	130905	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1317	mt	-1	0	order	131003	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1318	mt	-1	0	order	140408	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1319	mt	-1	0	order	140506	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1320	mt	-1	0	order	140604	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1321	mt	-1	0	order	140709	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1322	mt	-1	0	order	140820	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1323	mt	-1	0	order	140916	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1324	mt	-1	0	order	141013	Eukaryota	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1300	mt	-0.0	1	order	120516	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1301	mt	0.8023012463268075	2	order	120613	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1302	mt	0.2532273017581438	2	order	120712	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1303	mt	0.21668238478988164	3	order	120813	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1304	mt	0.9558933165625385	2	order	120927	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1305	mt	1.5214512558703845	3	order	121024	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1306	mt	-0.0	1	order	121220	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1307	mt	-1.0	0	order	130123	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1308	mt	0.5925658553944045	2	order	130226	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1309	mt	-0.0	1	order	130403	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1310	mt	-0.0	1	order	130416	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1311	mt	-1.0	0	order	130422	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1312	mt	-1.0	0	order	130507	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1313	mt	-1.0	0	order	130605	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1314	mt	-0.0	1	order	130705	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1315	mt	-1.0	0	order	130815	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1316	mt	-1.0	0	order	130905	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1317	mt	-1.0	0	order	131003	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1318	mt	-1.0	0	order	140408	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1319	mt	-1.0	0	order	140506	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1320	mt	-0.0	1	order	140604	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1321	mt	-1.0	0	order	140709	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1322	mt	-1.0	0	order	140820	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1323	mt	-1.0	0	order	140916	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1324	mt	-0.0	1	order	141013	Cyanobacteria	T843	NH3 Nitrate	3a	sulfate ABC transporter	NI
1749	mg	2.9175411834909615	25	order	120314	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1750	mg	2.7525524203940215	28	order	120322	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1751	mg	3.220758803798606	24	order	120328	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1752	mg	2.7350941071236394	16	order	120403	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1753	mg	2.3236401310654093	17	order	120416	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1754	mg	1.8918659624223246	21	order	120419	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1755	mg	1.7570033358144188	11	order	120423	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1756	mg	2.776850032872165	17	order	120516	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1757	mg	2.9249871331518205	18	order	120531	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1758	mg	2.967104821953789	14	order	120604	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1759	mg	3.1900871404284166	21	order	120613	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1760	mg	2.7836042992172545	23	order	120619	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1761	mg	2.9658704924299313	20	order	120628	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1762	mg	3.3006637416109497	19	order	120705	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1763	mg	2.2938454453067494	16	order	120709	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1764	mg	2.140778500216205	14	order	120717	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1765	mg	3.424713391488962	21	order	120802	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1766	mg	3.4329358581061893	20	order	120806	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1767	mg	3.378736014161051	31	order	120813	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1768	mg	2.8949155394465187	20	order	120820	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1769	mg	3.5378655571928816	25	order	120823	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1770	mg	3.1082224597637333	14	order	120828	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1771	mg	3.0679005075359185	13	order	120903	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1772	mg	3.395756938600644	27	order	120920	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1773	mg	3.039858345776255	29	order	120924	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1774	mg	3.532444203755928	24	order	121001	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1775	mg	3.401817670739482	20	order	121004	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1776	mg	3.425637728981929	30	order	121015	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1777	mg	3.426238170284101	25	order	121022	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1778	mg	3.3011686437996333	21	order	121028	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1779	mg	3.137690990313802	14	order	121105	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1780	mg	3.2190319450876164	25	order	121128	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1781	mg	3.2795576218087525	43	order	121220	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1749	mg	2.868349769927213	23	order	120314	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1750	mg	2.7359244512351526	26	order	120322	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1751	mg	3.2017215132611554	23	order	120328	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1752	mg	2.7071768535384093	15	order	120403	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1753	mg	2.2749830749821105	15	order	120416	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1754	mg	1.83776421013889	20	order	120419	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1755	mg	1.7570033358144188	11	order	120423	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1756	mg	2.776850032872165	17	order	120516	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1757	mg	2.765040244248985	15	order	120531	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1758	mg	2.9051846248410436	13	order	120604	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1759	mg	3.064510421464872	19	order	120613	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1760	mg	2.596458292791856	20	order	120619	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1761	mg	2.937030843748248	19	order	120628	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1762	mg	3.2740027787779984	18	order	120705	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1763	mg	2.2010384744306	15	order	120709	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1764	mg	2.0523678919085544	13	order	120717	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1765	mg	3.2194425371989035	18	order	120802	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1766	mg	3.2211457727719703	17	order	120806	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1767	mg	3.153121713793448	27	order	120813	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1768	mg	2.8084560175324365	17	order	120820	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1769	mg	3.423688991254166	24	order	120823	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1770	mg	2.9904214297359615	13	order	120828	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1771	mg	2.9650816381207448	12	order	120903	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1772	mg	3.3055801160911513	24	order	120920	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1773	mg	2.9103393163490603	27	order	120924	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1774	mg	3.4649161874394325	22	order	121001	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1775	mg	3.3463821018475604	19	order	121004	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1776	mg	3.354923125886438	27	order	121015	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1777	mg	3.367527906714386	24	order	121022	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1778	mg	3.0728466761005926	17	order	121028	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1779	mg	3.137690990313802	14	order	121105	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1780	mg	3.1814198230221473	22	order	121128	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1781	mg	3.2407120570334453	38	order	121220	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1749	mg	-1	0	order	120314	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1750	mg	-1	0	order	120322	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1751	mg	-1	0	order	120328	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1752	mg	-1	0	order	120403	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1753	mg	-1	0	order	120416	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1754	mg	-1	0	order	120419	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1755	mg	-1	0	order	120423	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1756	mg	-1	0	order	120516	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1757	mg	-1	0	order	120531	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1758	mg	-1	0	order	120604	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1759	mg	-1	0	order	120613	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1760	mg	-1	0	order	120619	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1761	mg	-1	0	order	120628	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1762	mg	-1	0	order	120705	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1763	mg	-1	0	order	120709	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1764	mg	-1	0	order	120717	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1765	mg	-1	0	order	120802	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1766	mg	-1	0	order	120806	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1767	mg	-1	0	order	120813	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1768	mg	-1	0	order	120820	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1769	mg	-1	0	order	120823	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1770	mg	-1	0	order	120828	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1771	mg	-1	0	order	120903	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1772	mg	-1	0	order	120920	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1773	mg	-1	0	order	120924	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1774	mg	-1	0	order	121001	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1775	mg	-1	0	order	121004	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1776	mg	-1	0	order	121015	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1777	mg	-1	0	order	121022	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1778	mg	-1	0	order	121028	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1779	mg	-1	0	order	121105	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1780	mg	-1	0	order	121128	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1781	mg	-1	0	order	121220	Eukaryota	T27	Cations	9a	feoB: ferrous iron transport	CAT
1749	mg	0.9998746385055739	2	order	120314	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1750	mg	0.9668804404488338	2	order	120322	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1751	mg	-0.0	1	order	120328	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1752	mg	-0.0	1	order	120403	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1753	mg	0.9994465189957431	2	order	120416	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1754	mg	-0.0	1	order	120419	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1755	mg	-1.0	0	order	120423	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1756	mg	-1.0	0	order	120516	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1757	mg	0.5060984043034562	2	order	120531	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1758	mg	-0.0	1	order	120604	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1759	mg	0.9961721750004771	2	order	120613	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1760	mg	1.047464119389921	3	order	120619	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1761	mg	-0.0	1	order	120628	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1762	mg	-0.0	1	order	120705	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1763	mg	-0.0	1	order	120709	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1764	mg	-0.0	1	order	120717	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1765	mg	1.1802945425985771	3	order	120802	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1766	mg	1.0635376487954944	3	order	120806	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1767	mg	1.2194648016600234	3	order	120813	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1768	mg	0.5411797865663486	2	order	120820	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1769	mg	-0.0	1	order	120823	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1770	mg	-0.0	1	order	120828	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1771	mg	-0.0	1	order	120903	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1772	mg	1.5493953634236561	3	order	120920	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1773	mg	0.47640003918364987	2	order	120924	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1774	mg	0.2839356800919738	2	order	121001	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1775	mg	-0.0	1	order	121004	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1776	mg	0.3001725445986906	2	order	121015	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1777	mg	-0.0	1	order	121022	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1778	mg	1.3193976722187248	3	order	121028	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1779	mg	-1.0	0	order	121105	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1780	mg	0.9882974917297034	2	order	121128	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1781	mg	1.876839959831417	4	order	121220	Cyanobacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1325	mt	2.3939159136904338	10	order	120516	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1326	mt	2.6053262322507442	11	order	120613	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1327	mt	2.2406977375519825	14	order	120712	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1328	mt	2.554046886164275	13	order	120813	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1329	mt	3.208085638541363	16	order	120927	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1330	mt	3.029051343538017	19	order	121024	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1331	mt	3.5473388569204762	24	order	121220	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1332	mt	3.2463905020838957	23	order	130123	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1333	mt	3.1576871289087522	19	order	130226	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1334	mt	2.537646127494616	12	order	130403	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1335	mt	2.060158628090255	8	order	130416	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1336	mt	2.030940551126025	10	order	130422	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1337	mt	1.9033498145079804	10	order	130507	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1338	mt	1.2401428913739332	5	order	130605	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1339	mt	2.584185921622289	14	order	130705	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1340	mt	2.8309865856867398	11	order	130815	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1341	mt	2.3858211329417642	10	order	130905	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1342	mt	2.6279968010954526	9	order	131003	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1343	mt	2.1699573617505505	9	order	140408	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1344	mt	1.1472854453596746	4	order	140506	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1345	mt	1.8800943978595175	8	order	140604	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1346	mt	1.9373591465995659	8	order	140709	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1347	mt	3.0918078692460282	16	order	140820	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1348	mt	3.3289813180328234	15	order	140916	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1349	mt	3.1086638235407915	13	order	141013	all	T27	Cations	9a	feoB: ferrous iron transport	CAT
1325	mt	2.225421329213341	9	order	120516	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1326	mt	2.446740746093631	9	order	120613	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1327	mt	2.202905763957046	13	order	120712	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1328	mt	2.329580852466251	12	order	120813	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1329	mt	3.1306386891794973	15	order	120927	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1330	mt	2.9553260425057033	18	order	121024	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1331	mt	3.424512610600309	22	order	121220	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1332	mt	3.2463905020838957	23	order	130123	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1333	mt	3.048334311409765	18	order	130226	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1334	mt	2.537646127494616	12	order	130403	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1335	mt	2.060158628090255	8	order	130416	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1336	mt	2.030940551126025	10	order	130422	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1337	mt	1.9033498145079804	10	order	130507	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1338	mt	1.2401428913739332	5	order	130605	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1339	mt	2.49502208978745	13	order	130705	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1340	mt	2.6138284883996086	10	order	130815	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1341	mt	2.3858211329417647	10	order	130905	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
1342	mt	2.6279968010954526	9	order	131003	Bacteria	T27	Cations	9a	feoB: ferrous iron transport	CAT
